#CNES;CNPJ;NO_FANTASIA;UF;MUNICIPIO;DS_TIPO_UNIDADE;ACREDITACAO;ACREDITADORA
7698739;1,9036E+13;METHODOS LABORATORIO;MG;Cambu�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2184141;2,04525E+13;LABORATORIO CARLOS CHAGAS RIO BRANCO;MG;Juiz de Fora;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
50946;2,17553E+13;POSTO DE COLETA LAB CLIN PEDRALVA;MG;Pedralva;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2191016;1,93788E+13;LABORATORIO HERMES PARDINI UNIDADE ELDORADO 1;MG;Contagem;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7348975;1,93788E+13;INSTITUTO HERMES PARDINI UNIDADE INDUSTRIAL;MG;Contagem;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
262137;6,14867E+13;LEME LABORATORIO E VACINAS PITUACU;BA;Salvador;CONSULTORIO ISOLADO;PALC;SBPC/ML
9944540;6,14867E+13;LEME LABORATORIO E VACINAS;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7180365;3,26378E+13;LABORATORIO SABIN;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7180241;3,26378E+13;LABORATORIO SABIN MARES;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6687067;1,46561E+13;LPC LABORATORIO DE PATOLOGIA CLINICA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2384582;3,3761E+12;HOSPITAL DA CIDADE;BA;Salvador;HOSPITAL GERAL;PALC;SBPC/ML
6474470;6,08401E+13;A MEDICINA DIAGNOSTICA GRACA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
913480;1,5194E+13;LABORATORIOS FUNDACAO JOSE SILVEIRA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6609015;1,52149E+13;PROMEDICA PITUBA;BA;Salvador;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
2207389;6,09124E+12;LABORATORIO LACERDA;MG;Ouro Branco;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
4332911;1,9036E+13;METHODOS LABORATORIO ANALISES CLINICAS E HEMATOLOGIA LTDA;MG;Esp�rito Santo do Dourado;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9476490;1,9036E+13;METHODOS UNIDADE ESTIVA;MG;Estiva;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
4104536;3,81482E+13;PHD LABORATORIO CLINICO DE PORTO NACIONAL;TO;Porto Nacional;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
931551;4,57204E+12;AMARAL COSTA;PA;S�o Miguel do Guam�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7285957;6,14867E+13;LABORATORIO GILSON CIDRIM;PE;Ipojuca;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
866989;3,81482E+13;PHD LABORATORIO CLINICO;TO;Palmas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6807291;6,14867E+13;LABORATORIOS GILSON CIDRIM;PE;Jaboat�o dos Guararapes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9890882;6,14867E+13;LABORATORIOS GILSON CIDRIM;PE;Jaboat�o dos Guararapes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6730930;6,14867E+13;CERPE;PE;Jaboat�o dos Guararapes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
4434110;3,81482E+13;PHD LABORATORIO DE GUARAI;TO;Guara�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2546612;66084000166;SABIN MEDICINA DIAGNOSTICA;TO;Gurupi;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6003990;6,14867E+13;CERPE DIAGNOSTICOS CAXANGA;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5683211;6,14867E+13;LABORATORIO CERPE JARDIM SAO PAULO;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6004032;6,14867E+13;CERPE DIAGNOSTICOS DERBY;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6657524;6,14867E+13;CERPE DIAGNOSTICOS BEBERIBE;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9530371;7,03843E+12;LABORATORIO CLEMENTINO FRAGA LTDA;CE;Maracana�;CONSULTORIO ISOLADO;PALC;SBPC/ML
9046119;4,1185E+13;LABORATORIO NABUCO LOPES;AL;Arapiraca;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9980083;4,09348E+13;IPC LABORATORIO MEDICO;AL;Macei�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9364501;4,1185E+13;LABORATORIO NABUCO LOPES;AL;Macei�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9890521;1,24782E+13;LABORATORIO DE ANALISES CLINICAS VICENTE LEMOS;CE;Campos Sales;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3190854;1,24782E+13;VICENTE LEMOS;CE;Crato;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3242587;5,86828E+12;HOSPITAL REGIONAL UNIMED;CE;Fortaleza;HOSPITAL GERAL;PALC;SBPC/ML
9597468;3,80433E+12;UN NEG SESI PARANGABA ESCOLA SESI EUZEBIO MOTA ALENCAR;CE;Fortaleza;POLICLINICA;PALC;SBPC/ML
2674564;3,80433E+12;UNIDADE DE NEGOCIOS SESI CENTRO;CE;Fortaleza;POLICLINICA;PALC;SBPC/ML
9212531;7,03843E+12;LABORATORIO CLEMENTINO FRAGA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
643335;5,86828E+12;ESPACO SAUDE UNIMED FORTALEZA;CE;Fortaleza;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
7100574;5,86828E+12;UNIMED FORTALEZA SOCIEDADE COOPERATIVA MEDICA;CE;Fortaleza;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
218626;4,84452E+12;OMNIMAGEM MILLENIUM RODOLFO TEOFILO;CE;Fortaleza;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
4840380;9,47275E+12;LABORATORIO EMILIO RIBAS MEDICINA DIAGNOSTICA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2822660;9,47275E+12;LABORATORIO EMILIO RIBAS;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9029273;6,14867E+13;DASA LSF COPACABANA;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9291024;6,14867E+13;DASA LSF LEBLON;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9265414;2,77776E+13;GHABHLAB SERVICOS DIAGNOSTICOS;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7854498;2,30297E+13;HECKLAB SERVICOS DIAGNOSTICOS ME;RJ;Rio de Janeiro;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
7647794;2,00562E+13;SERGIO FRANCO EQUIPE SAUDE ILHA;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5704073;90667000122;PRESLAB ANALISES CLINICAS SERGIO FRANCO;RJ;Rio de Janeiro;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
7874596;6,14867E+13;BRONSTEIN WEST SHOPPING;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7185324;6,14867E+13;BRONSTEIN FREGUESIA;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9281061;6,14867E+13;SERGIO FRANCO VILA DA PENHA;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9407979;6,14867E+13;SERGIO FRANCO JORGE CURI;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3071650;6,14867E+13;ALTA IPANEMA;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
604259;3,6275E+11;COLHEDORES ESPECIAIS;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
254703;4,46498E+13;NOTRELABS NTO;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7042345;4,57966E+13;SALOMAO E ZOPPI MEDICINA DIAGNOSTICA NUCLEO TECNICO;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9356754;6,14867E+13;ALTA MOEMA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7566468;6,14867E+13;LAVOISER MED DIAG JACANA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3124673;6,14867E+13;LAVOISIER MED DIAG CARREFOUR ANCHIETA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3124401;6,14867E+13;DELBONI AURIEMO MED DIAG LAPA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
56057;6,14867E+13;ALTA PAULISTA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
135410;2,77114E+13;ESSIJOTA SERVICOS DE COLETA E DIAGNOSTICOS UNID VILA MASCOTE;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5366186;6,14867E+13;LAVOISIER MED DIAG SAO MIGUEL PAULISTA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9794743;6,14867E+13;DELBONI AURIEMO MED DIAG BUTANTA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
4325834;4,76738E+13;AFIP;SP;S�o Sebasti�o;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3435644;2,54716E+13;LABORATORIO UNIMED UNIDADE CENTRO;MG;S�o Louren�o;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
998591;4,76738E+13;AFIP SAO VICENTE;SP;S�o Vicente;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
808822;4,46498E+13;NOTRELABS IPANEMA SOROCABA;SP;Sorocaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2937247;2,27863E+12;CONFIANCE MEDICINA DIAGNOSTICA;SP;Sumar�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5285992;6,14867E+13;BIO CIENCIA LAVOISIER SA;SP;Tabo�o da Serra;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
427446;1,87515E+12;UNILAB;SP;Itatiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3385027;4,76738E+13;AFIP JUNDIAI POSTO DE COLETA;SP;Jundia�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9614699;1,41725E+12;PREVILAB ANALISES CLINICAS LTDA LIMEIRA;SP;Limeira;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9660968;6,14867E+13;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA UNIDADE PINHAIS;PR;Pinhais;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
38563;5,06994E+13;SANCET SKYMALL;SP;Mogi das Cruzes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9364536;5,06994E+13;SANCET BRAS CUBAS;SP;Mogi das Cruzes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9073965;7,53092E+13;LABORATORIO SAO CAMILO UNIDADE PALMEIRAS;PR;Maring�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9851658;6,14867E+13;CERPE CASA CAIADA;PE;Olinda;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7149247;1,58889E+12;PADRAO LABORATORIO CLINICO;GO;Caldas Novas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6575250;1,58889E+12;PADRAO LABORATORIO CLINICO;GO;Trindade;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9276807;1,93788E+13;INSTITUTO HERMES PARDINI FILIAL PEDRO LEOPOLDO;MG;Pedro Leopoldo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5568935;6,14867E+13;BRONSTEIN NILOPOLIS;RJ;Nil�polis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
42935;6,14867E+13;LABORATORIO GASPAR UNIDADE XXXI;MA;S�o Lu�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
265721;6,14867E+13;LABORATORIO GASPAR VINHAIS;MA;S�o Lu�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
4064348;2,08155E+13;LACMAR CALHAU;MA;S�o Lu�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9980660;2,08155E+13;LACMAR;MA;S�o Lu�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9889175;6,14867E+13;LABORATORIO GASPAR OLHO DAGUA;MA;S�o Lu�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
956961;5,11008E+13;LABORATORIO SAO PAULO;SP;Guararapes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2881837;2,27863E+12;CONFIANCE MEDICINA DIAGNOSTICA;SP;Vinhedo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7750366;4,97881E+12;LABORATORIO PAULO C DE AZEVEDO;PA;Ananindeua;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6741444;4,97881E+12;LABORATORIO DE PATOLOGIA CLINICA DR PAULO CORDEIRO DE A;PA;Bel�m;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2332884;4,97881E+12;LAB DE PAT CLINICA DR PAULO C DE AZEVEDO LTDA;PA;Bel�m;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6797504;6,14867E+13;CERPE DIAGNOSTICO CARPINA;PE;Carpina;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9359095;6,14867E+13;LEME LABORATORIO E VACINAS;BA;Lauro de Freitas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7742746;4,1185E+13;LABORATORIO NABUCO LOPES;AL;Rio Largo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
642010;1,6456E+13;CEMISE FILIAL JARDINS;SE;Aracaju;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
6412939;7,18528E+11;LABORATORIO SABIN;BA;Barreiras;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3069575;1,66372E+13;LABORATORIO SAO PAULO MATRIZ;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368227;1,93788E+13;LABORATORIO HERMES PARDINI UNIDADE OURO PRETO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7662564;1,93788E+13;INSTITUTO HERMES PARDINI FILIAL MILIONARIOS;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6492509;2,15163E+13;LABORATORIO GERALDO LUSTOSA UNIDADE CIDADE NOVA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7349742;2,15163E+13;LABORATORIO GERALDO LUSTOSA UNIDADE BARREIRO II;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7799780;1,93788E+13;INSTITUTO HERMES PARDINI S A FILIAL CAICARAS;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5917271;1,66372E+13;LABORATORIO SAO PAULO UNIDADE UROLOGICA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7662548;1,93788E+13;INSTITUTO HERMES PARDINI S A FILIAL GUARANI;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3073785;6,14867E+13;EXAME MEDICINA DIAGNOSTICA SAO SEBASTIAO;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3911810;6,14867E+13;EXAME MEDICINA DIAGNOSTICA SUDOESTE;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7319525;6,14867E+13;EXAME MEDICINA DIAGNOSTICA AGUAS CLARAS 2;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9415270;6,14867E+13;EXAME MEDICINA DIAGNOSTICA VICENTE PIRES II;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6533817;7,18528E+11;SABIN DIAGNOSTICO E SAUDE SAO SEBASTIAO;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6349463;7,18528E+11;SABIN DIAGNOSTICO E SAUDE SHOPPING FELICITTA;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
450766;6,07658E+13;UNIDADE EINSTEIN BRASILIA;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9019499;7,18528E+11;SABIN DIAGNOSTICO E SAUDE MED CENTER;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6517986;7,18528E+11;SABIN DIAGNOSTICO E SAUDE CEILANDIA HSF;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6071503;7,18528E+11;SABIN DIAGNOSTICA E SAUDE CEILANDIA HRC;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027945;7,18528E+11;SABIN DIAGNOSTICO E SAUDE 914 SUL;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7771754;7,18528E+11;SABIN DIAGNOSTICA E SAUDE VICENTE PIRES I;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7738595;1,77788E+13;LABORATORIO SABIN DE ANALISES CLINICAS EM UBERABA;MG;Uberaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9700846;1,77788E+13;LABORATORIO SABIN DE ANALISES CLINICAS EM UBERABA;MG;Uberaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9235604;2,13032E+13;SOLLUTIO;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6107281;2,27863E+12;CONFIANCE MEDICINA DIAGNOSTICA CHAPADAO;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3846296;5,01036E+13;LABORATORIO SAMUEL PESSOA ANDRADE NEVES;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5621518;5,13131E+13;LABORATORIO RAMOS DE SOUZA BARAO GERALDO 1;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2029359;5,40104E+13;HEMODIAG LABORATORIO CLINICO;SP;Rio Claro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2070405;4,51184E+13;UNIDADE DE COLETA LABORATORIO UNIMED HSD;SP;Catanduva;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6271901;5,06994E+13;SANCET FERRAZ;SP;Ferraz de Vasconcelos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3155439;5,77147E+13;SABIN MEDICINA DIAGNOSTICA;SP;Franca;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6194249;2,26899E+12;LABORATORIO MEDICO SANTA LUZIA;SC;Bigua�u;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6454917;8,70966E+13;POSTO DE COLETA CACHOEIRINHA;RS;Cachoeirinha;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7937415;8,70966E+13;UNIDADE ASSISTENCIAL CANOAS;RS;Canoas;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
5556198;9,28607E+13;LABORATORIO ALFA 2;RS;Caxias do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7181817;8,78277E+13;POSTO DE COLETA LABORATORIO UNIMED;RS;Caxias do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9364986;1,93788E+13;CENTRO DE MEDICINA;RJ;Duque de Caxias;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7078455;6,08401E+13;LABS A MEDICINA DIAGNOSTICA PIRATININGA;RJ;Niter�i;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3956830;5,02337E+12;BRONSTEIN MED DIAG NOVA IGUACU;RJ;Nova Igua�u;CONSULTORIO ISOLADO;PALC;SBPC/ML
815098;2,1581E+13;LABORATORIO CORTES VILLELA LTDA;MG;Rio Pomba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7473583;1,93788E+13;INSTITUTO HERMES PARDINI S A;MG;Sabar�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9103767;2,2874E+13;UNIMED LABORATORIO UNIDADE PORTAO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9103775;2,2874E+13;UNIMED LABORATORIO UNIDADE XAXIM;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9046216;2,2874E+13;UNIMED LABORATORIO UNIDADE BACACHERI;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7122233;1,42971E+13;GENOPRIMER DIAGNOSTICO MOLECULAR;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9103805;2,2874E+13;UNIMED LABORATORIO UNIDADE PE GERMANO MAYER;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6063101;6,08401E+13;A MEDICINA DIAGNOSTICA;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9777261;2,2874E+13;UNIMED LABORATORIO UNIDADE FAZENDA RIO GRANDE;PR;Fazenda Rio Grande;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9577882;7,95255E+13;SABIN MEDICINA DIAGNOSTICA COQUEIROS;SC;Florian�polis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7650957;6,14867E+13;LABORATORIO SANTA LUZIA ESTREITO;SC;Florian�polis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
